GEO_ID|B01003_E001|B01003_M001
1400000US36081066401|1690|496
1400000US36081066402|3482|541
1400000US36081066403|5857|1455
1400000US36081066404|0|13
1400000US36081066501|4048|720
1400000US36081066701|2747|549
1400000US36081066900|1773|313
1400000US36081067100|2354|308
1400000US36081067700|1912|244
1400000US36081067900|4199|475
1400000US36081068000|5489|798
1400000US36081068200|1104|219
1400000US36081068300|3932|495
1400000US36081068700|4202|751
1400000US36081069000|4022|787
1400000US36081069300|3005|653
1400000US36081069400|4046|587
1400000US36081069500|2349|415
1400000US36081069701|4320|519
1400000US36081069702|4285|762
1400000US36081070300|2253|307
1400000US36081070700|2584|330
1400000US36081070900|2952|476
1400000US36081071100|5616|591
1400000US36081071303|5323|868
1400000US36081071304|6115|667
1400000US36081071305|5777|1170
1400000US36081071306|7012|1170
1400000US36081071600|0|13
1400000US36081071701|4786|1004
1400000US36081071702|4300|504
1400000US36081071900|3444|614
1400000US36081072100|5358|992
1400000US36081072300|2338|341
1400000US36081072900|1298|289
1400000US36081073100|1832|236
1400000US36081073700|1952|280
1400000US36081073900|5288|683
1400000US36081074100|3098|508
1400000US36081074300|3762|728
1400000US36081074500|4076|698
1400000US36081074700|3425|600
1400000US36081074900|1516|263
1400000US36081075701|4819|745
1400000US36081075702|5447|1103
1400000US36081076901|5151|656
1400000US36081076902|1588|457
1400000US36081077300|2246|343
1400000US36081077500|2031|332
1400000US36081077902|5863|930
1400000US36081077903|3445|651
1400000US36081077904|5426|1187
1400000US36081077905|3045|640
1400000US36081077906|3584|477
1400000US36081077907|3437|659
1400000US36081077908|3382|413
1400000US36081078800|2082|477
1400000US36081079000|2653|508
1400000US36081079200|2869|488
1400000US36081079300|0|13
1400000US36081079701|6306|1107
1400000US36081079702|3313|630
1400000US36081079900|3003|615
1400000US36081080301|4216|807
1400000US36081080302|3657|706
1400000US36081080900|7291|1180
1400000US36081081400|4545|790
1400000US36081081800|3788|671
1400000US36081083700|4770|756
1400000US36081083800|5524|871
1400000US36081084000|6927|914
1400000US36081084500|4713|840
1400000US36081084601|2711|372
1400000US36081084602|1378|451
1400000US36081084901|3037|766
1400000US36081084902|3807|646
1400000US36081085300|4969|796
1400000US36081085500|6143|1029
1400000US36081085700|5502|839
1400000US36081085900|5718|989
1400000US36081086100|2071|369
1400000US36081086300|6859|1175
1400000US36081086400|2560|436
1400000US36081086500|4480|684
1400000US36081086900|1832|375
1400000US36081087100|4889|625
1400000US36081088400|9190|1389
1400000US36081088902|6117|885
1400000US36081088903|4659|816
1400000US36081089201|8936|1648
1400000US36081089202|0|13
1400000US36081090700|1545|289
1400000US36081091602|0|13
1400000US36081091603|4123|790
1400000US36081091604|0|13
1400000US36081091800|8|13
1400000US36081091900|5180|952
1400000US36081092200|2098|419
1400000US36081092500|3957|782
1400000US36081092800|3440|688
1400000US36081092900|7078|1234
1400000US36081093401|4172|810
1400000US36081093402|4094|873
1400000US36081093800|5081|770
1400000US36081093900|6366|1283
1400000US36081094201|3536|508
1400000US36081094202|5750|859
1400000US36081094203|5740|834
1400000US36081094500|4032|549
1400000US36081094700|2722|531
1400000US36081095400|6676|1135
1400000US36081096400|7271|788
1400000US36081097202|3442|815
1400000US36081097204|4273|923
1400000US36081097205|3249|324
1400000US36081097206|2522|715
1400000US36081097207|0|13
1400000US36081097300|2156|336
1400000US36081098100|2456|298
1400000US36081098700|2593|325
1400000US36081099100|6777|1115
1400000US36081099200|4100|730
1400000US36081099701|2610|453
1400000US36081099703|3809|433
1400000US36081099704|7288|1463
1400000US36081099705|2671|653
1400000US36081099801|8962|1584
1400000US36081099802|5492|987
1400000US36081099900|0|13
1400000US36081100801|3122|817
1400000US36081100803|4341|883
1400000US36081100804|5226|949
1400000US36081101002|6069|1316
1400000US36081101003|3885|1100
1400000US36081101004|6462|949
1400000US36081101700|7027|1056
1400000US36081102900|3472|634
1400000US36081103201|7068|1207
1400000US36081103202|8045|1456
1400000US36081103300|4561|622
1400000US36081103900|6670|1107
1400000US36081104700|7118|1205
1400000US36081105900|3664|684
1400000US36081107201|2323|408
1400000US36081107202|0|13
1400000US36081108500|2766|409
1400000US36081109300|3043|605
1400000US36081109700|1855|282
1400000US36081109900|3457|559
1400000US36081111300|2733|456
1400000US36081112300|2498|367
1400000US36081112900|2289|415
1400000US36081113300|1410|322
1400000US36081113900|3885|576
1400000US36081114100|2506|389
1400000US36081114700|1891|343
1400000US36081115100|946|157
1400000US36081115500|2079|400
1400000US36081115700|3273|652
1400000US36081115900|3850|547
1400000US36081116100|3642|667
1400000US36081116301|4398|672
1400000US36081116302|3561|867
1400000US36081116700|1994|377
1400000US36081117100|2499|361
1400000US36081117500|4559|876
1400000US36081118100|1924|319
1400000US36081118500|1808|351
1400000US36081118700|2513|449
1400000US36081118900|1865|442
1400000US36081119100|2888|623
1400000US36081119300|2399|438
1400000US36081119500|1588|307
1400000US36081119900|1563|335
1400000US36081120100|1585|389
1400000US36081120300|1503|282
1400000US36081120500|2682|538
1400000US36081120701|2876|659
1400000US36081120702|0|13
1400000US36081121100|0|13
1400000US36081121500|4236|634
1400000US36081122300|3355|698
1400000US36081122702|6665|986
1400000US36081122703|7452|1256
1400000US36081122704|4719|1479
1400000US36081124100|3872|605
1400000US36081124700|3676|691
1400000US36081125700|2977|567
1400000US36081126500|1928|345
1400000US36081126700|4457|409
1400000US36081127700|2973|510
1400000US36081128300|0|13
1400000US36081129102|3654|712
1400000US36081129103|4323|783
1400000US36081129104|4397|497
1400000US36081130100|4111|745
1400000US36081133300|3701|677
1400000US36081133900|1376|221
1400000US36081134100|2709|611
1400000US36081134701|4840|660
1400000US36081134702|4834|932
1400000US36081136700|6523|1146
1400000US36081137700|6652|1016
1400000US36081138501|4297|751
1400000US36081138502|97|4
1400000US36081139900|1546|274
1400000US36081140300|2341|395
1400000US36081140901|1034|502
1400000US36081140902|2373|284
1400000US36081141700|4486|775
1400000US36081142900|4034|714
1400000US36081143500|2267|476
1400000US36081144100|2700|529
1400000US36081144700|3589|635
1400000US36081145101|1142|202
1400000US36081145102|2578|451
1400000US36081145900|2630|436
1400000US36081146300|2979|741
1400000US36081146700|2866|351
1400000US36081147100|3340|414
1400000US36081147900|4525|665
1400000US36081148300|2990|621
1400000US36081150701|3150|485
1400000US36081150702|3050|389
1400000US36081152901|5607|658
1400000US36081152902|6252|1004
1400000US36081155101|2195|441
1400000US36081155103|4349|604
1400000US36081155104|3261|859
1400000US36081156700|1799|314
1400000US36081157101|8186|1375
1400000US36081157102|2005|387
1400000US36081157901|5253|1010
1400000US36081157902|4054|712
1400000US36081157903|3746|552
1400000US36081161700|4786|680
1400000US36081162100|6446|910
1400000US36081990100|0|13
1400000US36085000300|2072|264
1400000US36085000600|2696|476
1400000US36085000700|5195|1004
1400000US36085000800|4908|727
1400000US36085000900|2127|508
1400000US36085001100|4203|886
1400000US36085001700|1518|367
1400000US36085001800|465|172
1400000US36085002001|2736|463
1400000US36085002002|3028|369
1400000US36085002100|5285|902
1400000US36085002700|2528|801
1400000US36085002900|5532|1050
1400000US36085003300|3863|698
1400000US36085003600|2706|515
1400000US36085003900|2263|280
1400000US36085004001|2733|808
1400000US36085004002|2488|256
1400000US36085004003|3507|1092
1400000US36085004004|3664|1111
1400000US36085004700|2961|452
1400000US36085005000|4683|623
1400000US36085005901|3075|576
1400000US36085005902|0|13
1400000US36085006400|3431|523
1400000US36085006700|2907|437
1400000US36085007001|2880|652
1400000US36085007002|6099|1175
1400000US36085007400|5038|717
1400000US36085007500|3381|649
1400000US36085007700|1948|347
1400000US36085008100|4680|601
1400000US36085009601|4568|678
1400000US36085009602|3691|565
1400000US36085009701|4274|637
1400000US36085009702|42|42
1400000US36085010500|5423|867
1400000US36085011201|5825|741
1400000US36085011203|6898|1201
1400000US36085011204|59|82
1400000US36085011401|3254|596
1400000US36085011402|3356|524
1400000US36085012100|3126|573
1400000US36085012200|4921|797
1400000US36085012500|3095|460
1400000US36085012804|4643|671
1400000US36085012805|2196|534
1400000US36085012806|5308|743
1400000US36085013201|1589|216
1400000US36085013203|7288|1027
1400000US36085013204|5090|531
1400000US36085013301|1123|250
1400000US36085013302|3468|892
1400000US36085013400|3660|697
1400000US36085013800|6235|738
1400000US36085014100|2752|410
1400000US36085014604|6718|1235
1400000US36085014605|3890|590
1400000US36085014606|6444|967
1400000US36085014607|4857|613
1400000US36085014608|3370|452
1400000US36085014700|3398|644
1400000US36085015100|5197|980
1400000US36085015400|0|13
1400000US36085015601|6706|966
1400000US36085015602|3607|564
1400000US36085015603|4982|781
1400000US36085016901|3735|662
1400000US36085017005|4616|793
1400000US36085017007|6298|1221
1400000US36085017009|4805|838
1400000US36085017011|4540|614
1400000US36085017012|5170|628
1400000US36085017013|4652|854
1400000US36085017014|4221|581
1400000US36085017015|2897|536
1400000US36085017016|4538|734
1400000US36085017300|2634|399
1400000US36085017600|5132|837
1400000US36085017701|3791|582
1400000US36085017702|2338|535
1400000US36085018100|3692|581
1400000US36085018701|1951|318
1400000US36085018703|4188|940
1400000US36085018704|4379|824
1400000US36085018901|5231|1112
1400000US36085018902|6152|1175
1400000US36085019700|1914|319
1400000US36085019800|7556|1046
1400000US36085020100|3637|733
1400000US36085020701|3707|988
1400000US36085020702|2635|516
1400000US36085020803|7802|1143
1400000US36085020804|5228|826
1400000US36085020805|6058|1079
1400000US36085020806|2827|487
1400000US36085021300|5391|1118
1400000US36085022300|3109|452
1400000US36085022601|7221|899
1400000US36085022602|1457|508
1400000US36085022801|43|28
1400000US36085022802|0|13
1400000US36085023100|4819|886
1400000US36085023900|3165|646
1400000US36085024401|5678|870
1400000US36085024402|4909|911
1400000US36085024700|2943|571
1400000US36085024800|4801|667
1400000US36085025100|6519|878
1400000US36085027301|4464|538
1400000US36085027302|4419|578
1400000US36085027702|6245|818
1400000US36085027704|5044|833
1400000US36085027705|6094|708
1400000US36085027706|3260|716
1400000US36085027900|2106|414
1400000US36085029102|3507|781
1400000US36085029104|6799|1097
1400000US36085029105|3981|772
1400000US36085029106|3064|507
1400000US36085030301|5749|778
1400000US36085030302|6502|668
1400000US36085031901|3888|727
1400000US36085031902|4502|681
1400000US36085032300|1078|283
1400000US36085990100|0|13
