GEO_ID|B01003_E001|B01003_M001
1400000US36047075400|1284|287
1400000US36047075600|1949|366
1400000US36047075800|1460|335
1400000US36047076000|3092|549
1400000US36047076200|4114|815
1400000US36047076400|4192|612
1400000US36047076600|2114|417
1400000US36047076800|3998|707
1400000US36047077000|2726|449
1400000US36047077200|3243|905
1400000US36047077400|3106|626
1400000US36047077600|3438|415
1400000US36047078000|2221|491
1400000US36047078200|4196|599
1400000US36047078400|2334|325
1400000US36047078601|2182|661
1400000US36047078602|2225|361
1400000US36047078801|1862|416
1400000US36047078802|1870|530
1400000US36047079001|1841|1119
1400000US36047079002|3182|605
1400000US36047079201|1418|433
1400000US36047079202|2478|473
1400000US36047079400|2385|437
1400000US36047079601|3526|477
1400000US36047079602|6091|901
1400000US36047079801|3245|940
1400000US36047079802|5013|584
1400000US36047080000|3386|583
1400000US36047080200|4088|714
1400000US36047080400|2893|374
1400000US36047080600|3647|650
1400000US36047080800|2071|236
1400000US36047081000|2063|497
1400000US36047081400|2628|436
1400000US36047081600|2988|576
1400000US36047081800|4556|683
1400000US36047082000|4830|981
1400000US36047082200|7682|1172
1400000US36047082400|5862|774
1400000US36047082600|4607|736
1400000US36047082800|3882|697
1400000US36047083000|6040|1230
1400000US36047083200|2227|283
1400000US36047083400|1580|305
1400000US36047083600|1876|371
1400000US36047083800|1802|337
1400000US36047084000|2378|458
1400000US36047084600|1991|301
1400000US36047084800|1508|312
1400000US36047085000|1486|393
1400000US36047085200|22|31
1400000US36047085400|2147|350
1400000US36047085600|3458|601
1400000US36047085800|1813|472
1400000US36047086000|2707|604
1400000US36047086200|2897|461
1400000US36047086400|2207|501
1400000US36047086600|3252|535
1400000US36047086800|3091|565
1400000US36047087000|3132|655
1400000US36047087200|3170|618
1400000US36047087401|3069|548
1400000US36047087600|1917|348
1400000US36047087800|2691|382
1400000US36047088001|1882|554
1400000US36047088002|1166|343
1400000US36047088200|7033|1445
1400000US36047088400|5493|1703
1400000US36047088600|3997|901
1400000US36047088800|4118|706
1400000US36047089000|6919|1326
1400000US36047089200|3642|850
1400000US36047089400|3717|711
1400000US36047089600|3660|533
1400000US36047089800|2260|699
1400000US36047090000|4556|1139
1400000US36047090200|3886|483
1400000US36047090600|4404|589
1400000US36047090800|6456|845
1400000US36047091000|5939|973
1400000US36047091200|6710|1366
1400000US36047091600|4650|739
1400000US36047091800|2546|385
1400000US36047092000|2850|639
1400000US36047092200|2990|661
1400000US36047092400|3026|641
1400000US36047092800|2401|561
1400000US36047093000|3011|502
1400000US36047093200|1508|483
1400000US36047093400|2430|378
1400000US36047093600|1565|230
1400000US36047093800|2511|561
1400000US36047094401|3056|658
1400000US36047094402|3122|756
1400000US36047094600|1985|435
1400000US36047095000|2592|455
1400000US36047095400|4167|640
1400000US36047095600|4054|785
1400000US36047095800|2987|594
1400000US36047096000|0|13
1400000US36047096200|1529|563
1400000US36047096400|2476|396
1400000US36047096600|2138|486
1400000US36047096800|1396|437
1400000US36047097000|2301|493
1400000US36047097400|2516|337
1400000US36047098200|4124|822
1400000US36047098400|1989|411
1400000US36047098600|2486|443
1400000US36047098800|2926|494
1400000US36047099000|1484|302
1400000US36047099200|1805|428
1400000US36047099400|1860|363
1400000US36047099600|3508|898
1400000US36047099800|3834|744
1400000US36047100400|2797|512
1400000US36047100600|2533|445
1400000US36047100800|2202|373
1400000US36047101000|2860|582
1400000US36047101200|2176|429
1400000US36047101400|2057|391
1400000US36047101600|1768|278
1400000US36047101800|1667|373
1400000US36047102000|2137|364
1400000US36047102200|2234|565
1400000US36047102400|1873|509
1400000US36047102600|2957|528
1400000US36047102801|1315|303
1400000US36047102802|0|13
1400000US36047103401|4190|630
1400000US36047103402|0|13
1400000US36047105801|6050|822
1400000US36047105804|6145|780
1400000US36047107001|3852|641
1400000US36047107002|0|13
1400000US36047107003|0|13
1400000US36047107800|4067|686
1400000US36047109800|2515|485
1400000US36047110400|4571|760
1400000US36047110600|4583|525
1400000US36047111000|2856|495
1400000US36047111600|3674|867
1400000US36047111800|4004|969
1400000US36047112000|3266|763
1400000US36047112200|3101|654
1400000US36047112400|3290|935
1400000US36047112600|4607|956
1400000US36047112800|4183|1078
1400000US36047113000|4303|669
1400000US36047113200|2552|513
1400000US36047113400|2702|447
1400000US36047114201|1478|374
1400000US36047114202|2546|658
1400000US36047114400|2637|511
1400000US36047114600|3052|844
1400000US36047115000|2937|769
1400000US36047115200|2877|845
1400000US36047115600|4106|492
1400000US36047115800|2528|707
1400000US36047116000|2566|442
1400000US36047116200|2538|602
1400000US36047116400|3745|690
1400000US36047116600|3172|727
1400000US36047116800|2603|398
1400000US36047117000|1878|495
1400000US36047117201|2004|289
1400000US36047117202|4640|1192
1400000US36047117400|3716|817
1400000US36047117601|2815|632
1400000US36047117602|3076|578
1400000US36047117800|1703|554
1400000US36047118000|0|13
1400000US36047118201|3561|594
1400000US36047118202|3119|607
1400000US36047118400|4880|979
1400000US36047118600|3740|569
1400000US36047118800|5288|1116
1400000US36047119000|1877|512
1400000US36047119200|3649|803
1400000US36047119400|5402|1125
1400000US36047119600|6608|643
1400000US36047119800|4170|980
1400000US36047120000|2735|471
1400000US36047120200|2013|370
1400000US36047120801|4520|966
1400000US36047120802|4569|1177
1400000US36047120803|1583|317
1400000US36047121000|4050|729
1400000US36047121400|4747|946
1400000US36047122000|7587|1245
1400000US36047123700|9320|1421
1400000US36047150200|2807|418
1400000US36047152200|3064|631
1400000US36047990100|0|13
1400000US36061000100|0|13
1400000US36061000201|2568|1293
1400000US36061000202|6934|759
1400000US36061000500|0|13
1400000US36061000600|10179|1318
1400000US36061000700|9008|1037
1400000US36061000800|8889|1414
1400000US36061000900|1860|379
1400000US36061001001|1720|183
1400000US36061001002|6098|1028
1400000US36061001200|4364|498
1400000US36061001300|5371|766
1400000US36061001401|3395|612
1400000US36061001402|3449|646
1400000US36061001501|7777|1671
1400000US36061001502|8485|1021
1400000US36061001600|7040|1246
1400000US36061001800|6702|928
1400000US36061002000|4793|833
1400000US36061002100|7944|800
1400000US36061002201|6437|825
1400000US36061002202|2407|542
1400000US36061002400|4019|617
1400000US36061002500|5070|951
1400000US36061002601|4329|749
1400000US36061002602|3431|573
1400000US36061002700|1191|354
1400000US36061002800|6234|934
1400000US36061002901|789|96
1400000US36061002902|3832|796
1400000US36061003001|4073|623
1400000US36061003002|2964|348
1400000US36061003100|2770|327
1400000US36061003200|7740|1335
1400000US36061003300|5574|740
1400000US36061003400|6474|956
1400000US36061003601|2935|379
1400000US36061003602|3461|564
1400000US36061003700|3528|630
1400000US36061003800|7393|1070
1400000US36061003900|6180|1134
1400000US36061004001|3615|615
1400000US36061004002|6250|1745
1400000US36061004100|6815|1544
1400000US36061004200|5302|407
1400000US36061004300|3590|520
1400000US36061004400|16684|2012
1400000US36061004500|1047|224
1400000US36061004700|2619|451
1400000US36061004800|6660|745
1400000US36061004900|4568|813
1400000US36061005000|4780|800
1400000US36061005200|3349|346
1400000US36061005400|4721|538
1400000US36061005501|5581|736
1400000US36061005502|1933|234
1400000US36061005600|4071|663
1400000US36061005700|2865|571
1400000US36061005800|4412|656
1400000US36061005900|5098|776
1400000US36061006000|5279|820
1400000US36061006100|4970|599
1400000US36061006200|4303|624
1400000US36061006300|5843|901
1400000US36061006400|7939|974
1400000US36061006500|5227|651
1400000US36061006600|11510|1825
1400000US36061006700|4928|812
1400000US36061006800|7144|951
1400000US36061006900|2570|311
1400000US36061007001|4195|1259
1400000US36061007002|3676|538
1400000US36061007100|5364|903
1400000US36061007200|7224|1051
1400000US36061007300|5744|835
1400000US36061007400|5257|658
1400000US36061007500|3814|533
1400000US36061007600|2455|419
1400000US36061007700|5584|661
1400000US36061007800|8412|1238
1400000US36061007900|4514|765
1400000US36061008000|5292|635
1400000US36061008100|6331|1173
1400000US36061008200|3346|872
1400000US36061008300|3629|574
1400000US36061008400|1660|394
1400000US36061008601|3197|559
1400000US36061008602|0|13
1400000US36061008603|5188|1019
1400000US36061008700|5712|816
1400000US36061008800|7096|1093
1400000US36061008900|5849|689
1400000US36061009000|7308|1112
1400000US36061009100|6445|829
1400000US36061009200|1408|265
1400000US36061009300|9699|1139
1400000US36061009400|77|42
1400000US36061009500|3482|459
1400000US36061009600|474|72
1400000US36061009700|4477|545
1400000US36061009800|8389|1269
1400000US36061009901|1884|534
1400000US36061009902|3890|537
1400000US36061009903|1061|160
1400000US36061010000|1651|421
1400000US36061010100|1923|285
1400000US36061010200|244|149
1400000US36061010300|3083|580
1400000US36061010400|960|219
1400000US36061010601|7562|1436
1400000US36061010602|5006|570
1400000US36061010801|3476|527
1400000US36061010802|4094|1410
1400000US36061010803|1840|374
1400000US36061010900|200|39
1400000US36061011000|6955|1215
1400000US36061011100|4767|606
1400000US36061011201|950|170
1400000US36061011202|520|126
1400000US36061011203|1053|199
1400000US36061011300|122|22
1400000US36061011401|1138|271
1400000US36061011402|2283|538
1400000US36061011500|3929|707
1400000US36061011600|3346|652
1400000US36061011700|5051|783
1400000US36061011800|9462|1230
1400000US36061011900|1174|167
1400000US36061012000|3199|582
1400000US36061012101|3110|681
1400000US36061012102|4850|753
1400000US36061012200|3008|738
1400000US36061012400|9788|1150
1400000US36061012500|2635|419
1400000US36061012601|7288|1581
1400000US36061012602|4550|1050
1400000US36061012700|6786|1032
1400000US36061012800|4914|950
1400000US36061012901|7091|1015
1400000US36061012902|2647|417
1400000US36061013000|3272|643
1400000US36061013100|3235|333
1400000US36061013201|2316|511
1400000US36061013202|3649|711
1400000US36061013203|4291|953
1400000US36061013300|6510|847
1400000US36061013400|10647|1388
1400000US36061013501|5154|716
1400000US36061013502|5828|908
1400000US36061013601|1711|436
1400000US36061013602|6244|2033
1400000US36061013603|4426|749
1400000US36061013604|3488|550
1400000US36061013700|6352|1018
1400000US36061013800|11868|2108
1400000US36061013900|9316|1553
1400000US36061014000|7932|948
1400000US36061014200|4092|795
1400000US36061014300|0|13
1400000US36061014401|4718|787
1400000US36061014402|7257|939
1400000US36061014500|6857|974
1400000US36061014601|3621|608
1400000US36061014602|8543|934
1400000US36061014700|3044|696
1400000US36061014801|2858|586
1400000US36061014802|6377|1134
1400000US36061014900|5873|772
1400000US36061015001|2018|329
1400000US36061015002|4558|536
1400000US36061015101|2860|656
1400000US36061015102|8963|1476
1400000US36061015200|8240|957
1400000US36061015301|4698|878
1400000US36061015302|5570|777
1400000US36061015401|4986|1086
1400000US36061015402|3841|1193
1400000US36061015403|5015|999
1400000US36061015501|5057|1291
1400000US36061015502|5475|972
1400000US36061015601|4992|654
1400000US36061015602|2139|394
1400000US36061015700|10613|1482
1400000US36061015801|5384|558
1400000US36061015802|4397|575
1400000US36061015900|9202|1468
1400000US36061016001|3029|477
1400000US36061016002|3133|813
1400000US36061016100|6177|819
1400000US36061016200|8862|1432
1400000US36061016300|7013|1579
1400000US36061016400|7850|1165
1400000US36061016500|7253|813
1400000US36061016600|6011|824
1400000US36061016700|7504|973
1400000US36061016800|4755|570
1400000US36061016900|8202|951
1400000US36061017000|8746|1414
1400000US36061017100|8327|1724
1400000US36061017200|4967|1275
1400000US36061017300|8764|1166
1400000US36061017401|5218|922
1400000US36061017402|2529|490
1400000US36061017500|10151|1775
1400000US36061017700|9586|2509
1400000US36061017800|4050|658
1400000US36061017900|9319|2045
1400000US36061018000|6621|1023
1400000US36061018100|8339|1259
1400000US36061018200|7175|978
1400000US36061018300|8493|1356
1400000US36061018400|7818|1180
1400000US36061018500|4950|718
1400000US36061018600|6009|1134
1400000US36061018700|10321|2472
1400000US36061018800|5071|860
1400000US36061018900|10371|1233
1400000US36061019000|3849|405
1400000US36061019100|8670|1178
1400000US36061019200|4365|691
1400000US36061019300|9652|1668
1400000US36061019400|6487|694
1400000US36061019500|7457|865
1400000US36061019600|4067|590
1400000US36061019701|999|107
1400000US36061019702|2660|564
1400000US36061019800|2534|623
1400000US36061019900|9013|1015
1400000US36061020000|2954|459
1400000US36061020101|1976|122
1400000US36061020102|4045|632
1400000US36061020300|3930|230
1400000US36061020500|5606|418
1400000US36061020600|3411|573
1400000US36061020701|2856|345
1400000US36061020800|5573|1075
1400000US36061020901|3382|625
1400000US36061021000|6324|1007
1400000US36061021100|10222|1447
1400000US36061021200|4905|666
1400000US36061021303|6381|955
1400000US36061021400|2902|364
1400000US36061021500|4054|557
1400000US36061021600|9151|1062
1400000US36061021703|211|7
1400000US36061021800|5931|1015
1400000US36061021900|5400|1126
1400000US36061022000|6102|1040
1400000US36061022102|2365|429
1400000US36061022200|3501|444
1400000US36061022301|7270|1021
1400000US36061022302|2998|447
1400000US36061022400|6931|1352
1400000US36061022500|10605|1532
1400000US36061022600|5052|762
1400000US36061022700|5694|871
1400000US36061022800|6548|1062
1400000US36061022900|8471|1194
1400000US36061023000|9357|918
1400000US36061023100|6824|1428
1400000US36061023200|9279|1271
1400000US36061023300|7181|1118
1400000US36061023400|5244|824
1400000US36061023501|7177|1167
1400000US36061023502|1872|331
1400000US36061023600|10061|1274
1400000US36061023700|6578|826
1400000US36061023802|5094|717
1400000US36061023803|3514|478
1400000US36061023804|3390|546
1400000US36061023900|2992|437
1400000US36061024000|2366|59
1400000US36061024100|8068|1116
1400000US36061024200|5603|779
1400000US36061024301|4596|855
1400000US36061024302|7234|919
1400000US36061024500|13985|1553
1400000US36061024700|6135|1033
1400000US36061024900|1061|217
1400000US36061025100|2698|392
1400000US36061025300|10195|1582
1400000US36061025500|5474|954
1400000US36061025700|4601|605
1400000US36061025900|4713|476
1400000US36061026100|11613|1735
1400000US36061026300|7997|1280
1400000US36061026500|8036|1279
1400000US36061026700|2053|202
1400000US36061026900|7676|1408
1400000US36061027100|7583|1138
1400000US36061027300|7317|922
1400000US36061027500|3089|627
1400000US36061027700|6698|1273
1400000US36061027900|10035|1285
1400000US36061028100|3222|356
1400000US36061028300|8132|1527
1400000US36061028500|7712|1322
1400000US36061028700|4001|606
1400000US36061029100|10831|1390
1400000US36061029300|8677|1698
1400000US36061029500|7542|1016
1400000US36061029700|14|3
1400000US36061029900|3430|520
1400000US36061030300|3823|634
1400000US36061030700|3906|552
1400000US36061030900|10529|1693
1400000US36061031100|0|13
1400000US36061031703|5960|851
1400000US36061031704|10147|1490
1400000US36061031900|0|13
1400000US36081000101|4600|846
1400000US36081000102|6324|907
1400000US36081000103|31|50
1400000US36081000104|303|105
1400000US36081000200|2344|465
1400000US36081000400|4684|923
1400000US36081000600|3888|757
1400000US36081000701|3559|478
1400000US36081000702|4131|668
1400000US36081000800|3617|501
1400000US36081001000|4899|877
1400000US36081001200|4596|798
1400000US36081001400|3966|896
1400000US36081001600|2501|540
1400000US36081001800|2865|687
1400000US36081001901|1974|599
1400000US36081001902|6099|738
1400000US36081001903|1409|275
1400000US36081002000|1609|301
1400000US36081002200|2324|397
1400000US36081002400|2185|558
1400000US36081002500|6032|966
1400000US36081002600|2218|497
1400000US36081002800|3160|500
1400000US36081003000|1497|509
1400000US36081003100|1663|201
1400000US36081003200|1835|396
1400000US36081003301|3303|536
1400000US36081003302|918|219
1400000US36081003400|2600|379
1400000US36081003600|3448|661
1400000US36081003700|0|13
1400000US36081003800|2255|417
1400000US36081003900|1474|344
1400000US36081004001|2152|329
1400000US36081004002|1654|627
1400000US36081004200|4414|783
1400000US36081004300|1912|400
1400000US36081004401|3595|472
1400000US36081004500|2750|441
1400000US36081004700|4254|745
1400000US36081005000|0|13
1400000US36081005100|2262|458
1400000US36081005200|2671|568
1400000US36081005300|5509|838
1400000US36081005400|5363|773
1400000US36081005500|1375|293
1400000US36081005700|4077|641
1400000US36081005800|6012|996
1400000US36081005900|4123|768
1400000US36081006100|5186|716
1400000US36081006201|6134|1188
1400000US36081006202|6830|1167
1400000US36081006300|6052|897
1400000US36081006501|3059|489
1400000US36081006502|3853|603
1400000US36081006900|4531|736
1400000US36081007100|3298|379
1400000US36081007300|3594|444
1400000US36081007500|4619|779
1400000US36081007700|1935|307
1400000US36081007900|2683|471
1400000US36081008100|1301|249
1400000US36081008300|2534|450
1400000US36081008500|1554|361
1400000US36081008600|3068|501
1400000US36081008700|3299|669
1400000US36081008800|3624|474
1400000US36081009100|1790|342
1400000US36081009400|2874|597
1400000US36081009500|2057|267
1400000US36081009600|3308|669
1400000US36081009700|3820|531
1400000US36081009800|2358|425
1400000US36081009900|0|13
1400000US36081010000|3184|751
1400000US36081010100|2611|618
1400000US36081010200|2837|520
1400000US36081010300|4288|631
1400000US36081010400|3455|668
1400000US36081010500|4930|736
1400000US36081010600|2998|628
1400000US36081010701|0|13
1400000US36081010800|3255|570
1400000US36081011000|2951|597
1400000US36081011100|2995|447
1400000US36081011200|2505|475
1400000US36081011300|4627|558
1400000US36081011400|2368|642
1400000US36081011500|2369|481
1400000US36081011600|2069|352
1400000US36081011700|4268|751
1400000US36081011800|2551|501
1400000US36081011900|1648|382
1400000US36081012000|2453|611
1400000US36081012100|2013|349
1400000US36081012200|2894|840
1400000US36081012301|3063|669
1400000US36081012400|3139|649
1400000US36081012500|1463|262
1400000US36081012601|2676|609
1400000US36081012602|2413|436
1400000US36081012800|2411|557
1400000US36081013000|1862|307
1400000US36081013200|1996|320
1400000US36081013400|5778|1097
1400000US36081013500|1014|334
1400000US36081013600|2102|346
1400000US36081013700|1959|238
1400000US36081013800|3923|803
1400000US36081014000|4096|1114
1400000US36081014100|1552|346
1400000US36081014201|4549|1203
1400000US36081014202|2877|385
1400000US36081014300|3868|472
1400000US36081014400|1633|416
1400000US36081014500|2406|458
1400000US36081014700|3221|442
1400000US36081014800|1803|370
1400000US36081014900|2315|470
1400000US36081015000|2462|658
1400000US36081015100|2706|404
1400000US36081015200|2670|475
1400000US36081015300|1834|300
1400000US36081015400|2016|414
1400000US36081015500|2015|596
1400000US36081015600|3267|547
1400000US36081015700|1786|305
1400000US36081015801|3628|702
1400000US36081015802|5263|1003
1400000US36081015900|3535|542
1400000US36081016100|2253|374
1400000US36081016300|3998|645
1400000US36081016400|3281|797
1400000US36081016600|4140|729
1400000US36081016800|3148|561
1400000US36081016900|5387|705
1400000US36081017000|2527|565
1400000US36081017101|0|13
1400000US36081017102|44|7
1400000US36081017200|1790|423
1400000US36081017400|2804|389
1400000US36081017600|2305|353
1400000US36081017800|2146|390
1400000US36081017901|884|202
1400000US36081017902|43|4
1400000US36081018000|1515|377
1400000US36081018101|3727|499
1400000US36081018102|3679|470
1400000US36081018200|2811|512
1400000US36081018300|5459|759
1400000US36081018401|2048|328
1400000US36081018402|2829|508
1400000US36081018501|3714|432
1400000US36081018502|2981|312
1400000US36081018600|1792|376
1400000US36081018700|2968|658
1400000US36081018800|1302|299
1400000US36081018900|3111|588
1400000US36081019000|2542|416
1400000US36081019200|2133|427
1400000US36081019400|2942|332
1400000US36081019600|3532|743
1400000US36081019800|2888|558
1400000US36081019901|413|81
1400000US36081019902|116|16
1400000US36081019903|0|13
1400000US36081020200|1752|403
1400000US36081020400|2006|359
1400000US36081020500|1419|275
1400000US36081020600|1424|322
1400000US36081020800|3974|748
1400000US36081021200|2651|463
1400000US36081021400|5943|1267
1400000US36081021601|2894|412
1400000US36081021602|1355|388
1400000US36081021603|0|13
1400000US36081021900|0|13
1400000US36081022001|6824|903
1400000US36081022002|6860|1174
1400000US36081022900|0|13
1400000US36081023000|1806|374
1400000US36081023200|5065|841
1400000US36081023501|3936|743
1400000US36081023502|2673|814
1400000US36081023600|3443|608
1400000US36081023800|4691|751
1400000US36081024000|7155|1254
1400000US36081024300|5264|773
1400000US36081024500|4997|972
1400000US36081024600|0|13
1400000US36081024700|1416|322
1400000US36081024900|5424|1302
1400000US36081025100|6018|1010
1400000US36081025301|3813|561
1400000US36081025302|3184|898
1400000US36081025401|4230|1242
1400000US36081025402|5881|911
1400000US36081025500|1685|393
1400000US36081025700|1458|285
1400000US36081025800|2560|665
1400000US36081025900|3109|461
1400000US36081026000|2809|583
1400000US36081026100|7466|1187
1400000US36081026200|1684|397
1400000US36081026300|4953|758
1400000US36081026400|2570|455
1400000US36081026501|2976|532
1400000US36081026502|1354|357
1400000US36081026600|1963|412
1400000US36081026700|4982|630
1400000US36081026901|4714|672
1400000US36081026902|4310|725
1400000US36081027000|2026|588
1400000US36081027101|5428|962
1400000US36081027102|2726|410
1400000US36081027200|1878|454
1400000US36081027301|3004|966
1400000US36081027302|4169|710
1400000US36081027400|2060|372
1400000US36081027500|7128|1069
1400000US36081027600|1515|500
1400000US36081027701|3789|738
1400000US36081027702|3292|683
1400000US36081027800|2520|346
1400000US36081027900|8605|1554
1400000US36081028000|1633|341
1400000US36081028100|6271|847
1400000US36081028200|2022|494
1400000US36081028300|7443|1185
1400000US36081028400|3581|772
1400000US36081028500|5266|796
1400000US36081028700|6697|1255
1400000US36081028801|2648|667
1400000US36081028802|2185|602
1400000US36081028803|0|13
1400000US36081028900|4932|1304
1400000US36081029100|6487|864
1400000US36081029300|1105|227
1400000US36081029400|8246|1425
1400000US36081029500|3652|538
1400000US36081029700|2450|295
1400000US36081029900|0|13
1400000US36081030600|5436|941
1400000US36081030903|4284|820
1400000US36081030904|2616|476
1400000US36081030905|3670|934
1400000US36081030906|3650|662
1400000US36081031700|5816|1027
1400000US36081032000|5514|659
1400000US36081032700|3813|803
1400000US36081032800|3121|466
1400000US36081032900|3823|639
1400000US36081033000|6722|990
1400000US36081033100|0|13
1400000US36081033401|4000|512
1400000US36081033403|4329|608
1400000US36081033404|6406|1138
1400000US36081033405|3301|649
1400000US36081033700|2784|603
1400000US36081033900|2925|560
1400000US36081034700|3636|756
1400000US36081035100|3649|558
1400000US36081035200|2776|475
1400000US36081035300|1942|545
1400000US36081035700|4475|719
1400000US36081035800|4210|681
1400000US36081036100|2307|570
1400000US36081036300|2173|368
1400000US36081036500|2944|614
1400000US36081036600|3089|504
1400000US36081036700|2492|432
1400000US36081036800|2842|616
1400000US36081037100|1506|272
1400000US36081037300|2484|649
1400000US36081037501|1609|307
1400000US36081037502|2683|717
1400000US36081037600|6982|1222
1400000US36081037700|4061|832
1400000US36081037900|6112|1062
1400000US36081038100|7308|1048
1400000US36081038301|0|13
1400000US36081038302|0|13
1400000US36081038400|2700|453
1400000US36081039400|3201|600
1400000US36081039800|1545|378
1400000US36081039901|2305|456
1400000US36081039902|1970|456
1400000US36081040000|1495|316
1400000US36081040101|2696|685
1400000US36081040102|4638|907
1400000US36081040200|1712|314
1400000US36081040301|2853|648
1400000US36081040302|3941|760
1400000US36081040400|3998|589
1400000US36081040501|997|421
1400000US36081040502|1912|544
1400000US36081040701|3264|963
1400000US36081040702|3888|926
1400000US36081040901|2082|513
1400000US36081040902|3176|781
1400000US36081041100|4010|856
1400000US36081041300|4504|961
1400000US36081041400|4515|869
1400000US36081041500|3941|891
1400000US36081042400|2696|450
1400000US36081042600|474|7
1400000US36081042700|4226|789
1400000US36081043200|1290|249
1400000US36081043400|1861|337
1400000US36081043701|3398|570
1400000US36081043702|6925|1378
1400000US36081043900|3450|712
1400000US36081044000|3734|904
1400000US36081044301|3543|880
1400000US36081044302|4803|884
1400000US36081044400|3925|779
1400000US36081044601|3775|499
1400000US36081044602|5354|725
1400000US36081044800|2726|501
1400000US36081045000|2137|523
1400000US36081045200|993|247
1400000US36081045400|4776|936
1400000US36081045500|12756|1942
1400000US36081045600|1195|313
1400000US36081045700|3499|719
1400000US36081045800|2436|458
1400000US36081045900|3832|809
1400000US36081046000|5703|766
1400000US36081046100|2512|482
1400000US36081046200|6178|995
1400000US36081046300|4116|648
1400000US36081046400|2123|332
1400000US36081046500|4574|862
1400000US36081046600|4627|732
1400000US36081046700|7445|1171
1400000US36081046800|3735|665
1400000US36081046901|4566|1097
1400000US36081046902|3157|506
1400000US36081047000|3341|638
1400000US36081047100|4362|713
1400000US36081047200|3952|634
1400000US36081047300|4177|651
1400000US36081047500|4987|654
1400000US36081047600|1362|291
1400000US36081047801|4020|621
1400000US36081047802|1320|311
1400000US36081047900|6101|919
1400000US36081048000|2301|430
1400000US36081048100|6530|1123
1400000US36081048200|1241|211
1400000US36081048301|2076|352
1400000US36081048302|1967|476
1400000US36081048400|4932|869
1400000US36081048500|4963|787
1400000US36081048900|1670|375
1400000US36081049201|3034|369
1400000US36081049202|2517|627
1400000US36081049301|2317|420
1400000US36081049302|3126|561
1400000US36081049500|1299|265
1400000US36081049600|2967|514
1400000US36081049700|2992|773
1400000US36081049900|5289|813
1400000US36081050000|4746|718
1400000US36081050201|1495|379
1400000US36081050202|1534|305
1400000US36081050400|1715|353
1400000US36081050500|1891|435
1400000US36081050600|1615|354
1400000US36081050700|3267|489
1400000US36081050800|1985|453
1400000US36081051000|1568|404
1400000US36081051100|2542|439
1400000US36081051200|2657|475
1400000US36081051300|2831|456
1400000US36081051500|3141|573
1400000US36081051600|2281|448
1400000US36081051700|1911|353
1400000US36081051800|2233|441
1400000US36081052000|1544|267
1400000US36081052100|1798|355
1400000US36081052200|2286|317
1400000US36081052400|2217|317
1400000US36081052500|2301|359
1400000US36081052600|2312|420
1400000US36081052800|1720|416
1400000US36081053000|2535|566
1400000US36081053100|3393|615
1400000US36081053200|2185|324
1400000US36081053401|1813|491
1400000US36081053501|1249|355
1400000US36081053502|0|13
1400000US36081053601|1816|460
1400000US36081053800|1800|344
1400000US36081053901|4210|594
1400000US36081053902|106|106
1400000US36081054000|4194|700
1400000US36081054200|5441|959
1400000US36081054500|3438|583
1400000US36081054700|4680|876
1400000US36081054800|2430|343
1400000US36081054900|5734|901
1400000US36081055100|4419|540
1400000US36081055200|2790|516
1400000US36081055300|3131|428
1400000US36081055400|2683|466
1400000US36081055500|2426|424
1400000US36081055600|2233|438
1400000US36081055700|3767|596
1400000US36081055800|1587|321
1400000US36081055900|1106|273
1400000US36081056000|1668|320
1400000US36081056100|12|15
1400000US36081056200|1339|264
1400000US36081056400|1493|311
1400000US36081056500|1883|331
1400000US36081056600|1513|363
1400000US36081056700|4538|866
1400000US36081056800|4808|678
1400000US36081057700|4162|804
1400000US36081057900|1636|331
1400000US36081058000|4369|916
1400000US36081058100|2844|757
1400000US36081058200|5568|923
1400000US36081058300|3656|422
1400000US36081058500|4265|539
1400000US36081058700|3470|511
1400000US36081058900|5136|733
1400000US36081059000|1207|330
1400000US36081059100|4920|892
1400000US36081059200|1343|281
1400000US36081059300|4062|704
1400000US36081059400|1766|353
1400000US36081059501|1890|403
1400000US36081059502|2881|716
1400000US36081059600|1520|362
1400000US36081059800|1648|541
1400000US36081059900|1439|319
1400000US36081060000|1041|235
1400000US36081060100|2405|365
1400000US36081060300|1884|396
1400000US36081060600|1276|228
1400000US36081060701|0|13
1400000US36081060800|1473|379
1400000US36081061000|1250|241
1400000US36081061200|1994|516
1400000US36081061301|5096|963
1400000US36081061302|0|13
1400000US36081061400|1557|394
1400000US36081061601|2446|429
1400000US36081061602|1081|177
1400000US36081061800|1765|314
1400000US36081061900|3123|741
1400000US36081062000|1456|256
1400000US36081062100|3178|537
1400000US36081062200|2088|450
1400000US36081062300|2273|388
1400000US36081062400|0|13
1400000US36081062500|2545|410
1400000US36081062600|2972|417
1400000US36081062700|2915|521
1400000US36081062900|3250|576
1400000US36081063000|1720|308
1400000US36081063200|2462|368
1400000US36081063301|1607|357
1400000US36081063302|1963|588
1400000US36081063500|2637|612
1400000US36081063700|3542|647
1400000US36081063800|3404|705
1400000US36081063900|3189|758
1400000US36081064101|2392|366
1400000US36081064102|0|13
1400000US36081064500|1860|419
1400000US36081064600|3247|415
1400000US36081065000|2807|474
1400000US36081065401|3288|578
1400000US36081065402|0|13
1400000US36081065501|0|13
1400000US36081065600|4585|832
1400000US36081065702|1311|240
1400000US36081065703|3083|906
1400000US36081065900|1915|359
1400000US36081066000|3666|501
1400000US36081066100|1618|206
1400000US36081066301|2753|329
1400000US36081066302|0|13
