GEO_ID|B05009_E001|B05009_M001|B05009_E002|B05009_M002|B05009_E003|B05009_M003|B05009_E004|B05009_M004|B05009_E005|B05009_M005|B05009_E006|B05009_M006|B05009_E007|B05009_M007|B05009_E008|B05009_M008|B05009_E009|B05009_M009|B05009_E010|B05009_M010|B05009_E011|B05009_M011|B05009_E012|B05009_M012|B05009_E013|B05009_M013|B05009_E014|B05009_M014|B05009_E015|B05009_M015|B05009_E016|B05009_M016|B05009_E017|B05009_M017|B05009_E018|B05009_M018|B05009_E019|B05009_M019|B05009_E020|B05009_M020|B05009_E021|B05009_M021|B05009_E022|B05009_M022|B05009_E023|B05009_M023|B05009_E024|B05009_M024|B05009_E025|B05009_M025|B05009_E026|B05009_M026|B05009_E027|B05009_M027|B05009_E028|B05009_M028|B05009_E029|B05009_M029|B05009_E030|B05009_M030|B05009_E031|B05009_M031|B05009_E032|B05009_M032|B05009_E033|B05009_M033|B05009_E034|B05009_M034|B05009_E035|B05009_M035|B05009_E036|B05009_M036|B05009_E037|B05009_M037
1400000US36005000100|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13
1400000US36005000200|814|205|290|162|90|95|90|95|0|19|90|95|0|19|0|19|0|19|0|19|0|19|0|19|200|139|169|125|31|46|35|60|165|131|134|113|31|46|524|192|388|182|344|171|44|49|95|82|228|158|184|138|44|49|65|77|65|77|0|19|136|153|136|153|0|19|50|92|86|102|86|102|0|19
1400000US36005000400|1420|440|256|297|235|285|235|285|0|19|0|19|0|19|0|19|0|19|235|285|235|285|0|19|21|54|21|54|0|19|21|54|0|19|0|19|0|19|1164|279|416|307|416|307|0|19|316|302|60|83|60|83|0|19|40|56|40|56|0|19|748|295|748|295|0|19|688|289|60|66|60|66|0|19
1400000US36005001600|1052|232|246|138|51|55|51|55|0|19|0|19|51|55|51|55|0|19|0|19|0|19|0|19|195|134|195|134|0|19|103|87|92|124|92|124|0|19|806|214|359|195|359|195|0|19|0|19|274|143|274|143|0|19|85|131|85|131|0|19|447|197|416|194|31|45|324|176|123|128|92|125|31|45
1400000US36005001901|509|155|204|136|100|92|100|92|0|13|0|13|100|92|100|92|0|13|0|13|0|13|0|13|104|123|104|123|0|13|104|123|0|13|0|13|0|13|305|131|70|72|70|72|0|13|0|13|70|72|70|72|0|13|0|13|0|13|0|13|235|115|227|114|8|12|160|86|75|86|67|86|8|12
1400000US36005001902|187|104|123|53|76|40|76|40|0|13|0|13|14|32|14|32|0|13|62|63|62|63|0|13|47|44|23|26|24|37|9|13|38|43|14|23|24|37|64|90|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|64|90|64|90|0|13|55|90|9|14|9|14|0|13
1400000US36005001903|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13
1400000US36005001904|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13
1400000US36005002001|1181|351|259|170|34|41|34|41|0|13|0|13|0|13|0|13|0|13|34|41|34|41|0|13|225|163|225|163|0|13|200|169|25|47|25|47|0|13|922|277|92|92|82|91|10|18|0|13|10|18|0|13|10|18|82|91|82|91|0|13|830|267|830|267|0|13|524|228|306|271|306|271|0|13
1400000US36005002002|327|272|221|223|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|221|223|221|223|0|13|198|216|23|41|23|41|0|13|106|167|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|106|167|106|167|0|13|106|167|0|13|0|13|0|13
1400000US36005002300|1057|364|250|154|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|250|154|250|154|0|13|176|96|74|123|74|123|0|13|807|275|119|137|119|137|0|13|76|126|32|54|32|54|0|13|11|23|11|23|0|13|688|257|679|256|9|19|411|182|277|214|268|215|9|19
1400000US36005002400|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13
1400000US36005002500|1313|496|401|224|180|147|180|147|0|19|126|137|54|70|54|70|0|19|0|19|0|19|0|19|221|191|221|191|0|19|109|84|112|179|112|179|0|19|912|340|343|175|280|152|63|102|87|59|227|173|164|143|63|102|29|47|29|47|0|19|569|325|569|325|0|19|240|171|329|253|329|253|0|19
1400000US36005002701|964|289|221|117|92|114|92|114|0|13|20|32|72|112|72|112|0|13|0|13|0|13|0|13|129|106|129|106|0|13|129|106|0|13|0|13|0|13|743|213|94|92|94|92|0|13|0|13|94|92|94|92|0|13|0|13|0|13|0|13|649|221|649|221|0|13|540|220|109|87|109|87|0|13
1400000US36005002702|1455|418|508|225|118|111|118|111|0|19|41|59|77|95|77|95|0|19|0|19|0|19|0|19|390|211|347|183|43|65|134|122|256|217|213|186|43|65|947|355|391|318|391|318|0|19|63|97|116|138|116|138|0|19|212|267|212|267|0|19|556|200|510|218|46|74|229|159|327|161|281|181|46|74
1400000US36005002800|834|330|402|316|34|51|34|51|0|19|0|19|0|19|0|19|0|19|34|51|34|51|0|19|368|296|368|296|0|19|368|296|0|19|0|19|0|19|432|168|225|198|225|198|0|19|24|43|201|192|201|192|0|19|0|19|0|19|0|19|207|168|207|168|0|19|207|168|0|19|0|19|0|19
1400000US36005003100|741|226|211|141|156|116|156|116|0|13|91|95|11|17|11|17|0|13|54|57|54|57|0|13|55|55|55|55|0|13|30|42|25|37|25|37|0|13|530|189|144|72|99|63|45|59|35|42|109|63|64|53|45|59|0|13|0|13|0|13|386|180|287|147|99|90|228|108|158|121|77|86|81|73
1400000US36005003300|1008|319|307|108|63|88|63|88|0|13|63|88|0|13|0|13|0|13|0|13|0|13|0|13|244|96|244|96|0|13|140|110|104|82|104|82|0|13|701|330|18|31|18|31|0|13|0|13|18|31|18|31|0|13|0|13|0|13|0|13|683|332|667|324|16|35|369|158|314|339|298|329|16|35
1400000US36005003500|962|621|391|310|70|50|66|50|4|8|20|29|50|45|46|44|4|8|0|13|0|13|0|13|321|309|321|309|0|13|264|291|57|85|57|85|0|13|571|328|73|52|61|47|12|22|49|47|24|33|12|21|12|22|0|13|0|13|0|13|498|328|494|327|4|16|344|289|154|159|150|158|4|16
1400000US36005003700|27|29|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|27|29|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|27|29|27|29|0|13|27|29|0|13|0|13|0|13
1400000US36005003800|321|108|218|96|62|64|62|64|0|13|44|62|0|13|0|13|0|13|18|25|18|25|0|13|156|81|156|81|0|13|81|63|75|93|75|93|0|13|103|60|21|30|21|30|0|13|21|30|0|13|0|13|0|13|0|13|0|13|0|13|82|56|82|56|0|13|45|39|37|48|37|48|0|13
1400000US36005003900|1561|534|215|159|139|127|139|127|0|19|0|19|139|127|139|127|0|19|0|19|0|19|0|19|76|101|76|101|0|19|12|16|64|100|64|100|0|19|1346|494|719|438|638|400|81|123|0|19|703|433|622|394|81|123|16|32|16|32|0|19|627|324|546|317|81|132|187|150|440|295|359|263|81|132
1400000US36005004001|309|121|27|30|12|13|6|11|6|9|0|13|12|13|6|11|6|9|0|13|0|13|0|13|15|23|15|23|0|13|0|13|15|23|15|23|0|13|282|110|177|73|155|67|22|23|21|28|156|72|134|66|22|23|0|13|0|13|0|13|105|87|90|82|15|27|90|82|15|27|0|13|15|27
1400000US36005004100|1467|372|557|296|462|296|462|296|0|19|0|19|307|153|307|153|0|19|155|251|155|251|0|19|95|114|95|114|0|19|48|79|47|82|47|82|0|19|910|228|425|192|425|192|0|19|0|19|425|192|425|192|0|19|0|19|0|19|0|19|485|313|485|313|0|19|346|225|139|182|139|182|0|19
1400000US36005004200|2172|624|1094|580|83|141|83|141|0|19|0|19|83|141|83|141|0|19|0|19|0|19|0|19|1011|570|973|568|38|67|681|421|330|408|292|402|38|67|1078|360|198|192|198|192|0|19|137|165|61|100|61|100|0|19|0|19|0|19|0|19|880|307|880|307|0|19|732|327|148|189|148|189|0|19
1400000US36005004300|1139|402|337|169|91|99|91|99|0|19|48|77|0|19|0|19|0|19|43|65|43|65|0|19|246|133|246|133|0|19|180|126|66|77|66|77|0|19|802|325|92|100|92|100|0|19|81|92|11|17|11|17|0|19|0|19|0|19|0|19|710|309|581|311|129|114|410|244|300|191|226|219|74|81
1400000US36005004400|1084|285|425|192|48|77|48|77|0|13|0|13|48|77|48|77|0|13|0|13|0|13|0|13|377|192|377|192|0|13|296|170|81|99|81|99|0|13|659|217|162|111|127|116|35|56|77|70|85|73|50|80|35|56|0|13|0|13|0|13|497|173|497|173|0|13|398|188|99|83|99|83|0|13
1400000US36005004600|538|202|173|111|57|60|57|60|0|13|42|58|0|13|0|13|0|13|15|28|15|28|0|13|116|97|116|97|0|13|102|94|14|22|14|22|0|13|365|155|77|59|66|55|11|17|66|55|11|17|0|13|11|17|0|13|0|13|0|13|288|160|288|160|0|13|153|86|135|137|135|137|0|13
1400000US36005004800|1116|296|493|159|179|95|179|95|0|13|39|56|125|72|125|72|0|13|15|23|15|23|0|13|314|179|314|179|0|13|230|163|84|80|84|80|0|13|623|247|318|207|145|93|173|193|18|25|270|209|97|84|173|193|30|35|30|35|0|13|305|155|305|155|0|13|155|93|150|120|150|120|0|13
1400000US36005005001|1255|400|427|188|298|153|221|123|77|111|0|13|290|153|213|121|77|111|8|12|8|12|0|13|129|87|129|87|0|13|67|63|62|68|62|68|0|13|828|287|231|165|72|66|159|159|0|13|225|164|66|65|159|159|6|12|6|12|0|13|597|250|532|222|65|63|183|138|414|224|349|191|65|63
1400000US36005005002|1853|466|782|307|221|140|201|137|20|33|0|19|221|140|201|137|20|33|0|19|0|19|0|19|561|287|561|287|0|19|307|249|254|161|254|161|0|19|1071|278|471|226|355|215|116|87|68|111|364|194|248|181|116|87|39|47|39|47|0|19|600|220|490|163|110|133|237|151|363|154|253|121|110|133
1400000US36005005100|1891|528|607|437|96|148|96|148|0|19|0|19|96|148|96|148|0|19|0|19|0|19|0|19|511|426|511|426|0|19|349|359|162|232|162|232|0|19|1284|382|130|197|130|197|0|19|0|19|130|197|130|197|0|19|0|19|0|19|0|19|1154|391|1057|359|97|109|290|246|864|407|767|374|97|109
1400000US36005005200|565|165|93|65|5|8|5|8|0|13|0|13|5|8|5|8|0|13|0|13|0|13|0|13|88|64|88|64|0|13|73|60|15|22|15|22|0|13|472|133|17|17|17|17|0|13|5|9|12|13|12|13|0|13|0|13|0|13|0|13|455|137|422|127|33|50|244|133|211|105|178|97|33|50
1400000US36005005300|1304|544|151|115|64|73|64|73|0|13|25|42|39|60|39|60|0|13|0|13|0|13|0|13|87|105|87|105|0|13|87|105|0|13|0|13|0|13|1153|487|295|272|224|245|71|112|22|37|273|269|202|241|71|112|0|13|0|13|0|13|858|391|831|385|27|47|424|307|434|328|407|320|27|47
1400000US36005005400|1526|450|676|279|369|225|369|225|0|19|63|82|174|98|174|98|0|19|132|177|132|177|0|19|307|204|307|204|0|19|220|190|87|93|87|93|0|19|850|224|418|166|392|163|26|42|56|63|319|152|293|149|26|42|43|67|43|67|0|19|432|188|394|191|38|46|250|159|182|120|144|114|38|46
1400000US36005005600|488|192|116|84|24|42|24|42|0|13|0|13|24|42|24|42|0|13|0|13|0|13|0|13|92|75|81|59|11|21|58|44|34|63|23|42|11|21|372|170|59|48|44|37|15|16|11|19|43|36|28|25|15|16|5|10|5|10|0|13|313|173|297|169|16|26|166|133|147|110|131|103|16|26
1400000US36005005902|508|183|211|125|108|70|108|70|0|13|0|13|108|70|108|70|0|13|0|13|0|13|0|13|103|114|103|114|0|13|36|59|67|93|67|93|0|13|297|143|262|136|262|136|0|13|47|81|215|124|215|124|0|13|0|13|0|13|0|13|35|47|35|47|0|13|0|13|35|47|35|47|0|13
1400000US36005006000|181|112|53|46|25|30|25|30|0|13|0|13|11|18|11|18|0|13|14|21|14|21|0|13|28|33|28|33|0|13|6|11|22|32|22|32|0|13|128|84|46|36|32|36|14|15|0|13|32|36|32|36|0|13|14|15|0|13|14|15|82|70|82|70|0|13|60|62|22|26|22|26|0|13
1400000US36005006100|356|115|149|60|114|63|114|63|0|13|0|13|84|69|84|69|0|13|30|38|30|38|0|13|35|50|17|28|18|41|17|28|18|41|0|13|18|41|207|109|13|21|13|21|0|13|0|13|0|13|0|13|0|13|13|21|13|21|0|13|194|106|194|106|0|13|154|103|40|51|40|51|0|13
1400000US36005006200|1682|355|456|202|0|19|0|19|0|19|0|19|0|19|0|19|0|19|0|19|0|19|0|19|456|202|456|202|0|19|247|190|209|204|209|204|0|19|1226|280|0|19|0|19|0|19|0|19|0|19|0|19|0|19|0|19|0|19|0|19|1226|280|1226|280|0|19|809|459|417|354|417|354|0|19
1400000US36005006301|1300|326|532|298|260|262|260|262|0|19|119|192|141|169|141|169|0|19|0|19|0|19|0|19|272|201|272|201|0|19|216|188|56|95|56|95|0|19|768|242|444|272|444|272|0|19|12|22|432|268|432|268|0|19|0|19|0|19|0|19|324|141|324|141|0|19|260|131|64|79|64|79|0|19
1400000US36005006302|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13
1400000US36005006400|960|421|179|116|44|49|44|49|0|13|0|13|32|45|32|45|0|13|12|19|12|19|0|13|135|105|135|105|0|13|0|13|135|105|135|105|0|13|781|374|166|155|166|155|0|13|12|18|54|62|54|62|0|13|100|142|100|142|0|13|615|350|397|295|218|213|263|247|352|235|134|108|218|213
1400000US36005006500|1428|527|855|463|72|120|72|120|0|19|61|119|11|17|11|17|0|19|0|19|0|19|0|19|783|462|783|462|0|19|703|486|80|125|80|125|0|19|573|257|144|180|119|169|25|41|0|19|144|180|119|169|25|41|0|19|0|19|0|19|429|230|393|223|36|65|240|198|189|203|153|190|36|65
1400000US36005006700|1326|1046|289|310|96|149|96|149|0|19|0|19|0|19|0|19|0|19|96|149|96|149|0|19|193|280|193|280|0|19|0|19|193|280|193|280|0|19|1037|808|0|19|0|19|0|19|0|19|0|19|0|19|0|19|0|19|0|19|0|19|1037|808|1037|808|0|19|168|233|869|825|869|825|0|19
1400000US36005006800|747|328|293|138|22|30|22|30|0|13|22|30|0|13|0|13|0|13|0|13|0|13|0|13|271|134|197|106|74|119|197|106|74|119|0|13|74|119|454|264|122|104|61|76|61|62|0|13|122|104|61|76|61|62|0|13|0|13|0|13|332|245|319|244|13|22|275|256|57|58|44|56|13|22
1400000US36005006900|1289|504|582|454|330|412|199|227|131|190|28|53|302|407|171|220|131|190|0|19|0|19|0|19|252|246|252|246|0|19|201|232|51|100|51|100|0|19|707|483|407|393|407|393|0|19|119|179|68|87|68|87|0|19|220|331|220|331|0|19|300|315|265|295|35|61|166|168|134|206|99|190|35|61
1400000US36005007000|935|266|402|181|123|109|123|109|0|13|21|32|47|53|47|53|0|13|55|87|55|87|0|13|279|147|261|144|18|30|201|150|78|84|60|76|18|30|533|161|127|109|112|107|15|24|41|45|86|101|71|99|15|24|0|13|0|13|0|13|406|133|406|133|0|13|168|158|238|173|238|173|0|13
1400000US36005007100|410|190|141|122|25|39|25|39|0|13|0|13|25|39|25|39|0|13|0|13|0|13|0|13|116|124|116|124|0|13|116|124|0|13|0|13|0|13|269|150|84|60|67|56|17|27|38|32|46|49|29|44|17|27|0|13|0|13|0|13|185|131|185|131|0|13|134|121|51|47|51|47|0|13
1400000US36005007200|1038|302|292|144|179|99|121|91|58|51|24|40|127|80|69|70|58|51|28|44|28|44|0|19|113|118|113|118|0|19|66|94|47|65|47|65|0|19|746|240|652|220|424|199|228|85|78|83|527|180|299|166|228|85|47|75|47|75|0|19|94|86|61|70|33|45|26|42|68|72|35|55|33|45
1400000US36005007300|1313|304|362|185|25|43|25|43|0|13|25|43|0|13|0|13|0|13|0|13|0|13|0|13|337|192|337|192|0|13|42|68|295|170|295|170|0|13|951|265|118|132|88|122|30|51|66|116|30|51|0|13|30|51|22|34|22|34|0|13|833|262|833|262|0|13|195|146|638|290|638|290|0|13
1400000US36005007400|606|279|102|107|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|102|107|102|107|0|13|102|107|0|13|0|13|0|13|504|246|36|44|36|44|0|13|19|35|0|13|0|13|0|13|17|28|17|28|0|13|468|245|417|251|51|65|352|240|116|118|65|96|51|65
1400000US36005007500|1953|330|895|217|179|197|127|173|52|87|18|39|161|193|109|172|52|87|0|19|0|19|0|19|716|272|716|272|0|19|469|217|247|183|247|183|0|19|1058|299|515|339|416|317|99|159|242|192|273|311|174|267|99|159|0|19|0|19|0|19|543|226|543|226|0|19|373|215|170|115|170|115|0|19
1400000US36005007600|1163|335|383|160|162|121|106|82|56|83|0|19|106|82|106|82|0|19|56|83|0|19|56|83|221|158|210|156|11|17|59|70|162|127|151|124|11|17|780|306|336|196|192|141|144|138|15|28|287|193|143|140|144|138|34|35|34|35|0|19|444|264|396|256|48|54|269|212|175|187|127|172|48|54
1400000US36005007700|428|133|126|102|76|97|76|97|0|13|54|88|0|13|0|13|0|13|22|38|22|38|0|13|50|46|50|46|0|13|50|46|0|13|0|13|0|13|302|118|47|51|0|13|47|51|0|13|37|47|0|13|37|47|10|18|0|13|10|18|255|131|255|131|0|13|242|131|13|20|13|20|0|13
1400000US36005007800|1659|452|575|271|139|124|139|124|0|19|0|19|139|124|139|124|0|19|0|19|0|19|0|19|436|247|436|247|0|19|286|264|150|139|150|139|0|19|1084|342|224|171|218|170|6|11|74|86|150|148|144|146|6|11|0|19|0|19|0|19|860|319|860|319|0|19|355|216|505|321|505|321|0|19
1400000US36005007900|2069|651|417|271|16|26|16|26|0|19|0|19|0|19|0|19|0|19|16|26|16|26|0|19|401|272|401|272|0|19|273|214|128|193|128|193|0|19|1652|506|353|335|336|333|17|27|0|19|320|334|320|334|0|19|33|53|16|26|17|27|1299|532|1299|532|0|19|554|299|745|494|745|494|0|19
1400000US36005008300|1500|571|275|189|42|48|42|48|0|19|0|19|25|40|25|40|0|19|17|27|17|27|0|19|233|183|233|183|0|19|182|177|51|57|51|57|0|19|1225|485|537|373|537|373|0|19|85|149|177|248|177|248|0|19|275|284|275|284|0|19|688|331|665|329|23|37|576|319|112|105|89|98|23|37
1400000US36005008400|386|135|68|53|39|37|39|37|0|13|16|23|0|13|0|13|0|13|23|32|23|32|0|13|29|41|29|41|0|13|29|41|0|13|0|13|0|13|318|128|122|95|122|95|0|13|13|20|48|49|48|49|0|13|61|83|61|83|0|13|196|91|114|78|82|58|77|60|119|80|50|52|69|60
1400000US36005008500|1312|333|290|192|86|97|86|97|0|19|40|62|0|19|0|19|0|19|46|71|46|71|0|19|204|163|204|163|0|19|112|127|92|104|92|104|0|19|1022|233|418|279|418|279|0|19|165|159|219|250|219|250|0|19|34|50|34|50|0|19|604|224|551|219|53|87|521|229|83|94|30|43|53|87
1400000US36005008600|651|266|201|126|39|61|0|13|39|61|0|13|39|61|0|13|39|61|0|13|0|13|0|13|162|117|162|117|0|13|128|104|34|56|34|56|0|13|450|208|63|73|46|70|17|27|0|13|63|73|46|70|17|27|0|13|0|13|0|13|387|214|387|214|0|13|387|214|0|13|0|13|0|13
1400000US36005008700|1825|384|774|249|40|78|40|78|0|19|40|78|0|19|0|19|0|19|0|19|0|19|0|19|734|251|725|251|9|16|667|236|67|68|58|67|9|16|1051|354|322|288|322|288|0|19|80|109|33|48|33|48|0|19|209|272|209|272|0|19|729|209|664|188|65|91|425|201|304|174|239|164|65|91
1400000US36005008900|479|235|202|148|79|121|79|121|0|13|79|121|0|13|0|13|0|13|0|13|0|13|0|13|123|118|123|118|0|13|68|97|55|80|55|80|0|13|277|158|113|97|113|97|0|13|83|98|0|13|0|13|0|13|30|48|30|48|0|13|164|157|164|157|0|13|133|146|31|50|31|50|0|13
1400000US36005009000|938|180|296|176|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|296|176|296|176|0|13|269|182|27|42|27|42|0|13|642|169|173|169|173|169|0|13|109|142|19|35|19|35|0|13|45|65|45|65|0|13|469|168|422|150|47|71|244|145|225|155|178|139|47|71
1400000US36005009200|1304|268|427|229|279|209|258|191|21|35|89|135|144|146|123|119|21|35|46|70|46|70|0|19|148|94|121|84|27|43|109|75|39|50|12|28|27|43|877|261|367|166|277|155|90|62|50|77|244|79|154|53|90|62|73|114|73|114|0|19|510|225|510|225|0|19|392|177|118|134|118|134|0|19
1400000US36005009301|1506|457|617|268|280|180|280|180|0|19|0|19|190|167|190|167|0|19|90|85|90|85|0|19|337|179|337|179|0|19|232|145|105|104|105|104|0|19|889|396|344|240|221|161|123|168|37|60|212|202|105|119|107|166|95|134|79|110|16|25|545|324|496|319|49|57|217|136|328|304|279|299|49|57
1400000US36005009302|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13
1400000US36005009600|458|148|112|63|37|30|37|30|0|13|0|13|31|28|31|28|0|13|6|9|6|9|0|13|75|55|75|55|0|13|34|35|41|44|41|44|0|13|346|130|166|79|137|75|29|19|29|28|98|62|69|56|29|19|39|38|39|38|0|13|180|106|163|102|17|26|163|102|17|26|0|13|17|26
1400000US36005009800|736|80|171|126|19|31|19|31|0|13|0|13|19|31|19|31|0|13|0|13|0|13|0|13|152|126|152|126|0|13|134|137|18|27|18|27|0|13|565|125|219|169|219|169|0|13|60|97|0|13|0|13|0|13|159|107|159|107|0|13|346|139|346|139|0|13|294|139|52|72|52|72|0|13
1400000US36005011000|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13
1400000US36005011502|960|508|294|219|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|294|219|294|219|0|13|224|212|70|67|70|67|0|13|666|327|29|58|29|58|0|13|0|13|29|58|29|58|0|13|0|13|0|13|0|13|637|321|637|321|0|13|550|300|87|101|87|101|0|13
1400000US36005011701|483|148|208|99|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|208|99|208|99|0|13|208|99|0|13|0|13|0|13|275|142|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|275|142|196|73|79|91|139|51|136|131|57|49|79|91
1400000US36005011702|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13
1400000US36005011800|991|314|292|132|114|108|114|108|0|19|114|108|0|19|0|19|0|19|0|19|0|19|0|19|178|105|178|105|0|19|178|105|0|19|0|19|0|19|699|293|429|247|420|249|9|14|275|159|145|192|145|192|0|19|9|14|0|19|9|14|270|181|270|181|0|19|270|181|0|19|0|19|0|19
1400000US36005011900|1855|513|493|214|158|124|158|124|0|19|91|86|35|54|35|54|0|19|32|53|32|53|0|19|335|177|335|177|0|19|264|175|71|88|71|88|0|19|1362|377|368|252|330|255|38|58|152|146|178|209|178|209|0|19|38|58|0|19|38|58|994|336|994|336|0|19|777|333|217|158|217|158|0|19
1400000US36005012101|677|228|309|132|130|104|124|105|6|9|27|45|34|30|28|32|6|9|69|99|69|99|0|13|179|75|179|75|0|13|130|70|49|48|49|48|0|13|368|130|125|100|84|86|41|47|70|82|41|47|0|13|41|47|14|21|14|21|0|13|243|101|198|85|45|60|138|78|105|81|60|52|45|60
1400000US36005012102|295|85|102|75|30|39|30|39|0|13|3|18|27|37|27|37|0|13|0|13|0|13|0|13|72|64|72|64|0|13|47|67|25|27|25|27|0|13|193|82|37|43|37|43|0|13|3|17|34|44|34|44|0|13|0|13|0|13|0|13|156|71|134|75|22|24|112|85|44|48|22|24|22|24
1400000US36005012300|916|455|252|249|153|240|153|240|0|13|0|13|153|240|153|240|0|13|0|13|0|13|0|13|99|106|99|106|0|13|99|106|0|13|0|13|0|13|664|274|238|221|238|221|0|13|0|13|139|161|139|161|0|13|99|153|99|153|0|13|426|175|416|173|10|24|376|176|50|55|40|43|10|24
1400000US36005012500|1302|485|504|288|142|113|142|113|0|13|126|112|0|13|0|13|0|13|16|26|16|26|0|13|362|277|362|277|0|13|174|194|188|195|188|195|0|13|798|310|229|170|215|169|14|24|121|152|91|78|77|74|14|24|17|26|17|26|0|13|569|280|569|280|0|13|381|224|188|159|188|159|0|13
1400000US36005012701|447|221|234|121|45|76|45|76|0|13|45|76|0|13|0|13|0|13|0|13|0|13|0|13|189|97|142|82|47|68|102|88|87|91|40|63|47|68|213|117|67|85|67|85|0|13|49|80|18|25|18|25|0|13|0|13|0|13|0|13|146|81|103|56|43|61|87|50|59|64|16|25|43|61
1400000US36005012901|1542|457|549|324|0|19|0|19|0|19|0|19|0|19|0|19|0|19|0|19|0|19|0|19|549|324|549|324|0|19|338|280|211|182|211|182|0|19|993|401|303|222|205|152|98|145|180|147|25|43|25|43|0|19|98|145|0|19|98|145|690|307|537|258|153|168|487|221|203|205|131|138|72|109
1400000US36005013000|192|84|31|37|31|37|31|37|0|13|23|35|0|13|0|13|0|13|8|13|8|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|0|13|161|81|97|5|97|5|0|13|97|5|0|13|0|13|0|13|0|13|0|13|0|13|64|81|64|81|0|13|64|81|0|13|0|13|0|13
1400000US36005013100|1294|399|207|201|22|54|22|54|0|19|0|19|22|54|22|54|0|19|0|19|0|19|0|19|185|199|185|199|0|19|185|199|0|19|0|19|0|19|1087|312|105|143|39|97|66|96|0|19|39|97|39|97|0|19|66|96|0|19|66|96|982|271|982|271|0|19|689|226|293|201|293|201|0|19
1400000US36005013200|1379|306|309|119|178|111|178|111|0|19|17|28|0|19|0|19|0|19|161|109|161|109|0|19|131|77|114|71|17|26|32|106|99|108|82|111|17|26|1070|265|399|226|363|221|36|58|177|155|170|170|170|170|0|19|52|63|16|26|36|58|671|199|640|198|31|48|474|232|197|187|166|194|31|48
1400000US36005013300|1524|449|679|401|142|188|142|188|0|19|0|19|142|188|142|188|0|19|0|19|0|19|0|19|537|375|537|375|0|19|289|379|248|216|248|216|0|19|845|258|372|249|305|235|67|90|0|19|372|249|305|235|67|90|0|19|0|19|0|19|473|206|473|206|0|19|208|196|265|181|265|181|0|19
